dataset,parts,implementation,dtype,rows,queries,graph_degree,intermediate_graph_degree,itopk,scaffold_repeats,scaffold_neighbors_per_leaf,scaffold_first_repeat_neighbors_per_leaf,scaffold_seed,preopt_graph_degree_cap,quality_sample_rows,oracle_partition_build_ms_excluded,merge_api_e2e_ms_instrumented,quality_measurement_ms,merge_api_ms_excluding_quality_measurement,search_ms,recall,qps,unique_scaffold_degree_mean,preopt_candidate_rank_mean,preopt_best_candidate_rank_mean,preopt_top4_candidate_rank_mean,preopt_fraction_rank_le_16,preopt_fraction_rank_le_32,preopt_fraction_rank_le_64,preopt_fraction_rank_le_output_degree,missing_candidates
OpenAI-2M,128,k4-scaffold-repeat4-k8-cap64,float32,2321096,20000,64,128,160,4,8,8,1234,64,65536,190043.090804,2783.860064,0.999932,2782.860132,619.869678,0.888050,32264.846483,31.365997,29.420698,1.686478,4.017433,0.364352,0.642994,0.896166,0.896166,0
OpenAI-2M,128,k4-scaffold-repeat8-k8,float32,2321096,20000,64,128,160,8,8,8,1234,0,65536,190043.090804,5530.423052,1.413376,5529.009676,620.999771,0.924333,32206.131039,61.232422,45.704555,1.365723,3.353249,0.211096,0.410379,0.735682,0.735682,0
OpenAI-2M,128,k4-scaffold-repeat8-k8-cap64,float32,2321096,20000,64,128,160,8,8,8,1234,64,65536,190043.090804,4825.784265,1.387496,4824.396769,610.574848,0.931021,32756.016835,61.232422,45.704555,1.365723,3.353249,0.211096,0.410379,0.735682,0.735682,0
OpenAI-2M,128,k4-scaffold-repeat16-k8,float32,2321096,20000,64,128,160,16,8,8,1234,0,65536,190043.090804,12120.379234,2.299587,12118.079647,618.466221,0.945117,32338.063618,117.667068,78.594370,1.237930,3.178761,0.111876,0.223468,0.440652,0.440652,0
OpenAI-2M,128,k4-scaffold-repeat16-k8-cap64,float32,2321096,20000,64,128,160,16,8,8,1234,64,65536,190043.090804,9550.599151,2.240146,9548.359005,595.923037,0.952800,33561.380847,117.667068,78.594370,1.237930,3.178761,0.111876,0.223468,0.440652,0.440652,0
YFCC-10M,128,k4-scaffold-repeat1,uint8,10000000,100000,64,128,160,1,4,4,1234,0,65536,53545.819005,1475.936898,0.666364,1475.270534,291.516451,0.684534,343033.813896,3.999756,7.755696,3.525772,7.755696,0.886323,0.953599,0.993709,0.993709,0
YFCC-10M,128,k4-scaffold-repeat1-cap64,uint8,10000000,100000,64,128,160,1,4,4,1234,64,65536,53545.819005,1199.039503,0.611964,1198.427539,294.097028,0.685120,340023.837303,3.999756,7.755696,3.525772,7.755696,0.886323,0.953599,0.993709,0.993709,0
YFCC-10M,128,k4-scaffold-repeat2,uint8,10000000,100000,64,128,160,2,4,4,1234,0,65536,53545.819005,1751.038240,0.619124,1750.419116,295.963441,0.832880,337879.569389,7.870667,9.672131,1.589172,3.926868,0.856711,0.945786,0.990316,0.990316,0
YFCC-10M,128,k4-scaffold-repeat2-cap64,uint8,10000000,100000,64,128,160,2,4,4,1234,64,65536,53545.819005,1370.813161,0.620765,1370.192396,295.676719,0.834498,338207.216105,7.870667,9.672131,1.589172,3.926868,0.856711,0.945786,0.990316,0.990316,0
YFCC-10M,128,k4-scaffold-repeat4,uint8,10000000,100000,64,128,160,4,4,4,1234,0,65536,53545.819005,2316.176064,0.639404,2315.536660,296.113962,0.916530,337707.818046,15.376221,13.859478,1.229706,3.066692,0.736421,0.916439,0.983105,0.983105,0
YFCC-10M,128,k4-scaffold-repeat4-cap64,uint8,10000000,100000,64,128,160,4,4,4,1234,64,65536,53545.819005,1747.323535,0.622564,1746.700971,298.380577,0.918765,335142.458016,15.376221,13.859478,1.229706,3.066692,0.736421,0.916439,0.983105,0.983105,0
