dataset,method,rows,max_leaf_size,size,count,percent_of_leaves,covered_points
YFCC-10M,score-median,10000000,128,9,0,0.000000000,0
YFCC-10M,score-median,10000000,128,10,0,0.000000000,0
YFCC-10M,score-median,10000000,128,11,0,0.000000000,0
YFCC-10M,score-median,10000000,128,12,0,0.000000000,0
YFCC-10M,score-median,10000000,128,13,0,0.000000000,0
YFCC-10M,score-median,10000000,128,14,0,0.000000000,0
YFCC-10M,score-median,10000000,128,15,0,0.000000000,0
YFCC-10M,score-median,10000000,128,16,0,0.000000000,0
YFCC-10M,score-median,10000000,128,17,0,0.000000000,0
YFCC-10M,score-median,10000000,128,18,0,0.000000000,0
YFCC-10M,score-median,10000000,128,19,0,0.000000000,0
YFCC-10M,score-median,10000000,128,20,0,0.000000000,0
YFCC-10M,score-median,10000000,128,21,0,0.000000000,0
YFCC-10M,score-median,10000000,128,22,0,0.000000000,0
YFCC-10M,score-median,10000000,128,23,0,0.000000000,0
YFCC-10M,score-median,10000000,128,24,0,0.000000000,0
YFCC-10M,score-median,10000000,128,25,0,0.000000000,0
YFCC-10M,score-median,10000000,128,26,0,0.000000000,0
YFCC-10M,score-median,10000000,128,27,0,0.000000000,0
YFCC-10M,score-median,10000000,128,28,0,0.000000000,0
YFCC-10M,score-median,10000000,128,29,0,0.000000000,0
YFCC-10M,score-median,10000000,128,30,0,0.000000000,0
YFCC-10M,score-median,10000000,128,31,0,0.000000000,0
YFCC-10M,score-median,10000000,128,32,0,0.000000000,0
YFCC-10M,score-median,10000000,128,33,0,0.000000000,0
YFCC-10M,score-median,10000000,128,34,0,0.000000000,0
YFCC-10M,score-median,10000000,128,35,0,0.000000000,0
YFCC-10M,score-median,10000000,128,36,0,0.000000000,0
YFCC-10M,score-median,10000000,128,37,0,0.000000000,0
YFCC-10M,score-median,10000000,128,38,0,0.000000000,0
YFCC-10M,score-median,10000000,128,39,0,0.000000000,0
YFCC-10M,score-median,10000000,128,40,0,0.000000000,0
YFCC-10M,score-median,10000000,128,41,0,0.000000000,0
YFCC-10M,score-median,10000000,128,42,0,0.000000000,0
YFCC-10M,score-median,10000000,128,43,0,0.000000000,0
YFCC-10M,score-median,10000000,128,44,0,0.000000000,0
YFCC-10M,score-median,10000000,128,45,0,0.000000000,0
YFCC-10M,score-median,10000000,128,46,0,0.000000000,0
YFCC-10M,score-median,10000000,128,47,0,0.000000000,0
YFCC-10M,score-median,10000000,128,48,0,0.000000000,0
YFCC-10M,score-median,10000000,128,49,0,0.000000000,0
YFCC-10M,score-median,10000000,128,50,0,0.000000000,0
YFCC-10M,score-median,10000000,128,51,0,0.000000000,0
YFCC-10M,score-median,10000000,128,52,0,0.000000000,0
YFCC-10M,score-median,10000000,128,53,0,0.000000000,0
YFCC-10M,score-median,10000000,128,54,0,0.000000000,0
YFCC-10M,score-median,10000000,128,55,0,0.000000000,0
YFCC-10M,score-median,10000000,128,56,0,0.000000000,0
YFCC-10M,score-median,10000000,128,57,0,0.000000000,0
YFCC-10M,score-median,10000000,128,58,0,0.000000000,0
YFCC-10M,score-median,10000000,128,59,0,0.000000000,0
YFCC-10M,score-median,10000000,128,60,0,0.000000000,0
YFCC-10M,score-median,10000000,128,61,0,0.000000000,0
YFCC-10M,score-median,10000000,128,62,0,0.000000000,0
YFCC-10M,score-median,10000000,128,63,0,0.000000000,0
YFCC-10M,score-median,10000000,128,64,0,0.000000000,0
YFCC-10M,score-median,10000000,128,65,0,0.000000000,0
YFCC-10M,score-median,10000000,128,66,0,0.000000000,0
YFCC-10M,score-median,10000000,128,67,0,0.000000000,0
YFCC-10M,score-median,10000000,128,68,0,0.000000000,0
YFCC-10M,score-median,10000000,128,69,0,0.000000000,0
YFCC-10M,score-median,10000000,128,70,0,0.000000000,0
YFCC-10M,score-median,10000000,128,71,0,0.000000000,0
YFCC-10M,score-median,10000000,128,72,0,0.000000000,0
YFCC-10M,score-median,10000000,128,73,0,0.000000000,0
YFCC-10M,score-median,10000000,128,74,0,0.000000000,0
YFCC-10M,score-median,10000000,128,75,0,0.000000000,0
YFCC-10M,score-median,10000000,128,76,92544,70.605468750,7033344
YFCC-10M,score-median,10000000,128,77,38528,29.394531250,2966656
YFCC-10M,score-median,10000000,128,78,0,0.000000000,0
YFCC-10M,score-median,10000000,128,79,0,0.000000000,0
YFCC-10M,score-median,10000000,128,80,0,0.000000000,0
YFCC-10M,score-median,10000000,128,81,0,0.000000000,0
YFCC-10M,score-median,10000000,128,82,0,0.000000000,0
YFCC-10M,score-median,10000000,128,83,0,0.000000000,0
YFCC-10M,score-median,10000000,128,84,0,0.000000000,0
YFCC-10M,score-median,10000000,128,85,0,0.000000000,0
YFCC-10M,score-median,10000000,128,86,0,0.000000000,0
YFCC-10M,score-median,10000000,128,87,0,0.000000000,0
YFCC-10M,score-median,10000000,128,88,0,0.000000000,0
YFCC-10M,score-median,10000000,128,89,0,0.000000000,0
YFCC-10M,score-median,10000000,128,90,0,0.000000000,0
YFCC-10M,score-median,10000000,128,91,0,0.000000000,0
YFCC-10M,score-median,10000000,128,92,0,0.000000000,0
YFCC-10M,score-median,10000000,128,93,0,0.000000000,0
YFCC-10M,score-median,10000000,128,94,0,0.000000000,0
YFCC-10M,score-median,10000000,128,95,0,0.000000000,0
YFCC-10M,score-median,10000000,128,96,0,0.000000000,0
YFCC-10M,score-median,10000000,128,97,0,0.000000000,0
YFCC-10M,score-median,10000000,128,98,0,0.000000000,0
YFCC-10M,score-median,10000000,128,99,0,0.000000000,0
YFCC-10M,score-median,10000000,128,100,0,0.000000000,0
YFCC-10M,score-median,10000000,128,101,0,0.000000000,0
YFCC-10M,score-median,10000000,128,102,0,0.000000000,0
YFCC-10M,score-median,10000000,128,103,0,0.000000000,0
YFCC-10M,score-median,10000000,128,104,0,0.000000000,0
YFCC-10M,score-median,10000000,128,105,0,0.000000000,0
YFCC-10M,score-median,10000000,128,106,0,0.000000000,0
YFCC-10M,score-median,10000000,128,107,0,0.000000000,0
YFCC-10M,score-median,10000000,128,108,0,0.000000000,0
YFCC-10M,score-median,10000000,128,109,0,0.000000000,0
YFCC-10M,score-median,10000000,128,110,0,0.000000000,0
YFCC-10M,score-median,10000000,128,111,0,0.000000000,0
YFCC-10M,score-median,10000000,128,112,0,0.000000000,0
YFCC-10M,score-median,10000000,128,113,0,0.000000000,0
YFCC-10M,score-median,10000000,128,114,0,0.000000000,0
YFCC-10M,score-median,10000000,128,115,0,0.000000000,0
YFCC-10M,score-median,10000000,128,116,0,0.000000000,0
YFCC-10M,score-median,10000000,128,117,0,0.000000000,0
YFCC-10M,score-median,10000000,128,118,0,0.000000000,0
YFCC-10M,score-median,10000000,128,119,0,0.000000000,0
YFCC-10M,score-median,10000000,128,120,0,0.000000000,0
YFCC-10M,score-median,10000000,128,121,0,0.000000000,0
YFCC-10M,score-median,10000000,128,122,0,0.000000000,0
YFCC-10M,score-median,10000000,128,123,0,0.000000000,0
YFCC-10M,score-median,10000000,128,124,0,0.000000000,0
YFCC-10M,score-median,10000000,128,125,0,0.000000000,0
YFCC-10M,score-median,10000000,128,126,0,0.000000000,0
YFCC-10M,score-median,10000000,128,127,0,0.000000000,0
YFCC-10M,score-median,10000000,128,128,0,0.000000000,0
YFCC-10M,balanced-retry,10000000,128,1,9,0.007204265,9
YFCC-10M,balanced-retry,10000000,128,2,15,0.012007108,30
YFCC-10M,balanced-retry,10000000,128,3,18,0.014408530,54
YFCC-10M,balanced-retry,10000000,128,4,33,0.026415638,132
YFCC-10M,balanced-retry,10000000,128,5,46,0.036821799,230
YFCC-10M,balanced-retry,10000000,128,6,48,0.038422746,288
YFCC-10M,balanced-retry,10000000,128,7,62,0.049629381,434
YFCC-10M,balanced-retry,10000000,128,8,74,0.059235067,592
YFCC-10M,balanced-retry,10000000,128,9,97,0.077645966,873
YFCC-10M,balanced-retry,10000000,128,10,120,0.096056866,1200
YFCC-10M,balanced-retry,10000000,128,11,120,0.096056866,1320
YFCC-10M,balanced-retry,10000000,128,12,134,0.107263500,1608
YFCC-10M,balanced-retry,10000000,128,13,136,0.108864448,1768
YFCC-10M,balanced-retry,10000000,128,14,144,0.115268239,2016
YFCC-10M,balanced-retry,10000000,128,15,173,0.138481981,2595
YFCC-10M,balanced-retry,10000000,128,16,189,0.151289563,3024
YFCC-10M,balanced-retry,10000000,128,17,195,0.156092407,3315
YFCC-10M,balanced-retry,10000000,128,18,245,0.196116101,4410
YFCC-10M,balanced-retry,10000000,128,19,243,0.194515153,4617
YFCC-10M,balanced-retry,10000000,128,20,260,0.208123209,5200
YFCC-10M,balanced-retry,10000000,128,21,274,0.219329843,5754
YFCC-10M,balanced-retry,10000000,128,22,307,0.245745481,6754
YFCC-10M,balanced-retry,10000000,128,23,288,0.230536478,6624
YFCC-10M,balanced-retry,10000000,128,24,304,0.243344060,7296
YFCC-10M,balanced-retry,10000000,128,25,349,0.279365384,8725
YFCC-10M,balanced-retry,10000000,128,26,361,0.288971071,9386
YFCC-10M,balanced-retry,10000000,128,27,387,0.309783392,10449
YFCC-10M,balanced-retry,10000000,128,28,430,0.344203769,12040
YFCC-10M,balanced-retry,10000000,128,29,437,0.349807086,12673
YFCC-10M,balanced-retry,10000000,128,30,454,0.363415142,13620
YFCC-10M,balanced-retry,10000000,128,31,471,0.377023198,14601
YFCC-10M,balanced-retry,10000000,128,32,530,0.424251157,16960
YFCC-10M,balanced-retry,10000000,128,33,548,0.438659687,18084
YFCC-10M,balanced-retry,10000000,128,34,510,0.408241679,17340
YFCC-10M,balanced-retry,10000000,128,35,589,0.471479116,20615
YFCC-10M,balanced-retry,10000000,128,36,624,0.499495701,22464
YFCC-10M,balanced-retry,10000000,128,37,618,0.494692858,22866
YFCC-10M,balanced-retry,10000000,128,38,677,0.541920817,25726
YFCC-10M,balanced-retry,10000000,128,39,671,0.537117974,26169
YFCC-10M,balanced-retry,10000000,128,40,676,0.541120343,27040
YFCC-10M,balanced-retry,10000000,128,41,725,0.580343563,29725
YFCC-10M,balanced-retry,10000000,128,42,784,0.627571522,32928
YFCC-10M,balanced-retry,10000000,128,43,746,0.597153515,32078
YFCC-10M,balanced-retry,10000000,128,44,811,0.649184317,35684
YFCC-10M,balanced-retry,10000000,128,45,807,0.645982422,36315
YFCC-10M,balanced-retry,10000000,128,46,854,0.683604694,39284
YFCC-10M,balanced-retry,10000000,128,47,840,0.672398060,39480
YFCC-10M,balanced-retry,10000000,128,48,867,0.694010854,41616
YFCC-10M,balanced-retry,10000000,128,49,984,0.787666298,48216
YFCC-10M,balanced-retry,10000000,128,50,921,0.737236444,46050
YFCC-10M,balanced-retry,10000000,128,51,1025,0.820485728,52275
YFCC-10M,balanced-retry,10000000,128,52,1037,0.830091414,53924
YFCC-10M,balanced-retry,10000000,128,53,1069,0.855706578,56657
YFCC-10M,balanced-retry,10000000,128,54,1068,0.854906104,57672
YFCC-10M,balanced-retry,10000000,128,55,1159,0.927749228,63745
YFCC-10M,balanced-retry,10000000,128,56,1101,0.881321742,61656
YFCC-10M,balanced-retry,10000000,128,57,1188,0.950962970,67716
YFCC-10M,balanced-retry,10000000,128,58,1175,0.940556810,68150
YFCC-10M,balanced-retry,10000000,128,59,1170,0.936554440,69030
YFCC-10M,balanced-retry,10000000,128,60,1239,0.991787138,74340
YFCC-10M,balanced-retry,10000000,128,61,1311,1.049421257,79971
YFCC-10M,balanced-retry,10000000,128,62,1276,1.021404672,79112
YFCC-10M,balanced-retry,10000000,128,63,1317,1.054224101,82971
YFCC-10M,balanced-retry,10000000,128,64,1406,1.125466276,89984
YFCC-10M,balanced-retry,10000000,128,65,1345,1.076637369,87425
YFCC-10M,balanced-retry,10000000,128,66,1418,1.135071963,93588
YFCC-10M,balanced-retry,10000000,128,67,1497,1.198309399,100299
YFCC-10M,balanced-retry,10000000,128,68,1497,1.198309399,101796
YFCC-10M,balanced-retry,10000000,128,69,1556,1.245537358,107364
YFCC-10M,balanced-retry,10000000,128,70,1488,1.191105134,104160
YFCC-10M,balanced-retry,10000000,128,71,1486,1.189504186,105506
YFCC-10M,balanced-retry,10000000,128,72,1504,1.203912716,108288
YFCC-10M,balanced-retry,10000000,128,73,1608,1.287162000,117384
YFCC-10M,balanced-retry,10000000,128,74,1579,1.263948257,116846
YFCC-10M,balanced-retry,10000000,128,75,1528,1.223124089,114600
YFCC-10M,balanced-retry,10000000,128,76,1561,1.249539728,118636
YFCC-10M,balanced-retry,10000000,128,77,1537,1.230328354,118349
YFCC-10M,balanced-retry,10000000,128,78,1526,1.221523142,119028
YFCC-10M,balanced-retry,10000000,128,79,1596,1.277556313,126084
YFCC-10M,balanced-retry,10000000,128,80,1504,1.203912716,120320
YFCC-10M,balanced-retry,10000000,128,81,1570,1.256743992,127170
YFCC-10M,balanced-retry,10000000,128,82,1595,1.276755839,130790
YFCC-10M,balanced-retry,10000000,128,83,1541,1.233530250,127903
YFCC-10M,balanced-retry,10000000,128,84,1592,1.274354418,133728
YFCC-10M,balanced-retry,10000000,128,85,1542,1.234330724,131070
YFCC-10M,balanced-retry,10000000,128,86,1564,1.251941149,134504
YFCC-10M,balanced-retry,10000000,128,87,1627,1.302371004,141549
YFCC-10M,balanced-retry,10000000,128,88,1563,1.251140675,137544
YFCC-10M,balanced-retry,10000000,128,89,1509,1.207915086,134301
YFCC-10M,balanced-retry,10000000,128,90,1545,1.236732145,139050
YFCC-10M,balanced-retry,10000000,128,91,1520,1.216720298,138320
YFCC-10M,balanced-retry,10000000,128,92,1495,1.196708451,137540
YFCC-10M,balanced-retry,10000000,128,93,1498,1.199109873,139314
YFCC-10M,balanced-retry,10000000,128,94,1546,1.237532619,145324
YFCC-10M,balanced-retry,10000000,128,95,1426,1.141475754,135470
YFCC-10M,balanced-retry,10000000,128,96,1477,1.182299922,141792
YFCC-10M,balanced-retry,10000000,128,97,1384,1.107855851,134248
YFCC-10M,balanced-retry,10000000,128,98,1451,1.161487601,142198
YFCC-10M,balanced-retry,10000000,128,99,1424,1.139874806,140976
YFCC-10M,balanced-retry,10000000,128,100,1375,1.100651586,137500
YFCC-10M,balanced-retry,10000000,128,101,1396,1.117461537,140996
YFCC-10M,balanced-retry,10000000,128,102,1422,1.138273858,145044
YFCC-10M,balanced-retry,10000000,128,103,1345,1.076637369,138535
YFCC-10M,balanced-retry,10000000,128,104,1369,1.095848742,142376
YFCC-10M,balanced-retry,10000000,128,105,1394,1.115860589,146370
YFCC-10M,balanced-retry,10000000,128,106,1304,1.043817940,138224
YFCC-10M,balanced-retry,10000000,128,107,1243,0.994989034,133001
YFCC-10M,balanced-retry,10000000,128,108,1300,1.040616045,140400
YFCC-10M,balanced-retry,10000000,128,109,1309,1.047820310,142681
YFCC-10M,balanced-retry,10000000,128,110,1272,1.018202776,139920
YFCC-10M,balanced-retry,10000000,128,111,1236,0.989385716,137196
YFCC-10M,balanced-retry,10000000,128,112,1189,0.951763444,133168
YFCC-10M,balanced-retry,10000000,128,113,1284,1.027808463,145092
YFCC-10M,balanced-retry,10000000,128,114,1201,0.961369131,136914
YFCC-10M,balanced-retry,10000000,128,115,1265,1.012599459,145475
YFCC-10M,balanced-retry,10000000,128,116,1144,0.915742119,132704
YFCC-10M,balanced-retry,10000000,128,117,1165,0.932552071,136305
YFCC-10M,balanced-retry,10000000,128,118,1160,0.928549701,136880
YFCC-10M,balanced-retry,10000000,128,119,1158,0.926948754,137802
YFCC-10M,balanced-retry,10000000,128,120,1117,0.894129325,134040
YFCC-10M,balanced-retry,10000000,128,121,1073,0.858908474,129833
YFCC-10M,balanced-retry,10000000,128,122,1105,0.884523638,134810
YFCC-10M,balanced-retry,10000000,128,123,1062,0.850103261,130626
YFCC-10M,balanced-retry,10000000,128,124,1057,0.846100892,131068
YFCC-10M,balanced-retry,10000000,128,125,1073,0.858908474,134125
YFCC-10M,balanced-retry,10000000,128,126,1042,0.834093784,131292
YFCC-10M,balanced-retry,10000000,128,127,1009,0.807678145,128143
YFCC-10M,balanced-retry,10000000,128,128,1012,0.810079567,129536
